category,fabric,product_name,color,color_hex,limited,reverse_side,image_filename
Napkins,Matte Lamour,Matte Lamour Navy,Navy,#1F2E4A,,,MatteLamourNavy.jpg
Napkins,Matte Lamour,Matte Lamour Orange,Orange,#E8752E,,,MatteLamourOrange.jpg
Napkins,Matte Lamour,Matte Lamour Palest Blue,Palest Blue,#D6E6EF,,,Napkin_palestbluelamour_r.jpg
Napkins,Matte Lamour,Matte Lamour Periwinkle,Periwinkle,#8B9DDB,,,MatteLamourPeriwinkle.jpg
Napkins,Matte Lamour,Matte Lamour Purple,Purple,#6C4A9C,,,MatteLamourPurple.jpg
Napkins,Matte Lamour,Matte Lamour Red,Red,#B12A2A,,,MatteLamourRed.jpg
Napkins,Matte Lamour,Matte Lamour Royal,Royal,#2E4EA6,,,MatteLamourRoyal.jpg
Napkins,Matte Lamour,Matte Lamour Sage,Sage,#8A9A7B,,,MatteLamourSage.jpg
Napkins,Matte Lamour,Matte Lamour Seamist,Seamist,#8FC1B5,,,MatteLamourSeamist.jpg
Napkins,Matte Lamour,Matte Lamour Silver,Silver,#B9BDC1,,,MatteLamourSilver.jpg
Napkins,Matte Lamour,Matte Lamour Slate Blue,Slate Blue,#5B7A9D,,,Napkin_slatebluelamour_r.jpg
Napkins,Matte Lamour,Matte Lamour Teal,Teal,#1B7B7A,,,NapkinLamourtealmatte_r2.jpg
Napkins,Matte Lamour,Matte Lamour Tiffany,Tiffany,#8ED1C4,,,MatteLamourTiffany.jpg
Napkins,Matte Lamour,Matte Lamour Turquoise,Turquoise,#2FB6B0,,,MatteLamourTurquoise.jpg
Napkins,Matte Lamour,Matte Lamour White,White,#FAFAFA,,,MatteLamourWhite.jpg
Napkins,Matte Lamour,Raspberry Matte Lamour,Raspberry Matte Lamour,#B6A899,,,Napkin-RaspberryLamour2.jpg
Napkins,Serenity,Serenity Coastal,Coastal,#4E8CA0,,,Serenity-Coastalnapkins2.jpg
Napkins,Serenity,Serenity Desert Rose,Desert Rose,#C98A93,,,SerenityDesertRose.jpg
Napkins,Serenity,Serenity Driftwood,Driftwood,#B8A585,,,Serenity-Driftwoodnapkin3.jpg
Napkins,Serenity,Serenity Willow,Willow,#8FA07A,,,WillowserenitynapkinA2.jpg
Napkins,Bengaline,Bengaline Brown (Limited),Brown,#6B4A34,yes,,BengalineBrown.jpg
Napkins,Bengaline,Bengaline Buttercup (Limited),Buttercup,#F2D14C,yes,,BengalineButtercup.jpg
Napkins,Bengaline,Bengaline Cerise Pink (Limited),Cerise Pink,#D6336C,yes,,BengalineCerisePink.jpg
Napkins,Bengaline,Bengaline Charcoal (Limited),Charcoal,#3A3F44,yes,,BengalineCharcoal.jpg
Napkins,Bengaline,Bengaline Ivory Cream (Limited),Ivory Cream,#F5EFD9,yes,,BengalineIvoryCream.jpg
Napkins,Bengaline,Bengaline Jet Black (Limited),Jet Black,#0F1113,yes,,BengalineJetBlack.jpg
Napkins,Bengaline,Bengaline Lavender Steel (Limited),Lavender Steel,#A79BC4,yes,,BengalineLavenderSteel.jpg
Napkins,Bengaline,Bengaline Mango (Limited),Mango,#F2A33C,yes,,BengalineMango.jpg
Napkins,Bengaline,Bengaline Pea Green (Limited),Pea Green,#8AA83E,yes,,BengalinePeaGreen.jpg
Napkins,Bengaline,Bengaline Red (Limited),Red,#B12A2A,yes,,BengalineRed.jpg
Napkins,Bengaline,Bengaline Silverado (Limited),Silverado,#C7C7C7,yes,,BengalineSilverado.jpg
Napkins,Bengaline,Bengaline Spiced Cider (Limited),Spiced Cider,#8A4A2E,yes,,BengalineSpicedCider.jpg
Napkins,Bengaline,Bengaline Taupe (Limited),Taupe,#B6A08A,yes,,BengalineTaupe.jpg
Napkins,Bengaline,Bengaline Ultra Burgundy (Limited),Ultra Burgundy,#5C1F2E,yes,,BengalineUltraBurgundy.jpg
Napkins,Bengaline,Bengaline Ultra White (Limited),Ultra White,#FFFFFF,yes,,BengalineUltraWhite.jpg
Napkins,Bengaline,Bengaline Victorian Gold (Limited),Victorian Gold,#B8933E,yes,,BengalineVictorianGold.jpg
Napkins,Soiree,Soiree Black,Black,#20232A,,,SoireeBlack.jpg
Napkins,Soiree,Soiree Blush,Blush,#D9AFAE,,,SoireeBlush.jpg
Napkins,Soiree,Soiree Celery,Celery,#B7C77A,,,SoireeCelery.jpg
Napkins,Soiree,Soiree Champagne,Champagne,#E9D9B0,,,SoireeChampagne.jpg
Napkins,Soiree,Soiree Eggplant,Eggplant,#5B3358,,,SoireeEggplant.jpg
Napkins,Soiree,Soiree Gold,Gold,#C9A227,,,SoireeGold.jpg
Napkins,Soiree,Soiree Ivory,Ivory,#F1EEE3,,,SoireeIvory.jpg
Napkins,Soiree,Soiree Papaya,Papaya,#E8945E,,,SoireePapaya.jpg
Napkins,Soiree,Soiree Silver,Silver,#B9BDC1,,,SoireeSilver.jpg
Napkins,Soiree,Soiree White,White,#FAFAFA,,,SoireeWhite.jpg
Napkins,Bichon Crush,Bichon Crush Black (Limited),Black,#20232A,yes,,BichonCrushBlack.jpg
Napkins,Bichon Crush,Bichon Crush Burgundy (Limited),Burgundy,#6B2737,yes,,BichonCrushBurgundy.jpg
Napkins,Bichon Crush,Bichon Crush Champagne Gold (Limited),Champagne Gold,#D4AF6A,yes,,BichonCrushChampagneGold.jpg
Napkins,Bichon Crush,Bichon Crush Copper (Limited),Copper,#B98A3E,yes,,BichonCrushCopper.jpg
Napkins,Bichon Crush,Bichon Crush Ivory (Limited),Ivory,#F1EEE3,yes,,BichonCrushIvory.jpg
Napkins,Bichon Crush,Bichon Crush Paprika (Limited),Paprika,#A8462E,yes,,BichonCrushPaprika.jpg
Napkins,Bichon Crush,Bichon Crush Red (Limited),Red,#B12A2A,yes,,BichonCrushRed.jpg
Napkins,Bichon Crush,Bichon Crush Royal (Limited),Royal,#2E4EA6,yes,,BichonCrushRoyal.jpg
Napkins,Bichon Crush,Bichon Crush Silver (Limited),Silver,#B9BDC1,yes,,BichonCrushSilver.jpg
Napkins,Bichon Crush,Bichon Crush Taupe (Limited),Taupe,#B6A08A,yes,,BichonCrushTaupe.jpg
Napkins,Bichon Crush,Bichon Crush Violet Green (Limited),Violet Green,#5A7A4A,yes,,BichonCrushVioletGreen.jpg
Napkins,Bichon Crush,Bichon Crush White (Limited),White,#FAFAFA,yes,,BichonCrushWhite.jpg
Napkins,Jute,Jute Apricot,Apricot,#B6A899,,,Jute-apricotA2.jpg
Napkins,Jute,Jute Beige,Beige,#D9C7A3,,,JuteBeige.jpg
Napkins,Jute,Jute Black,Black,#20232A,,,NapkinJuteBlack_r2.jpg
Napkins,Jute,Jute Burlap,Burlap,#B8985E,,,JuteBurlap.jpg
Napkins,Jute,Jute Crimson,Crimson,#8B1E2E,,,Jute-crimsonA2.jpg
Napkins,Jute,Jute Denim,Denim,#3A5B7A,,,JuteDenim.jpg
Napkins,Jute,Jute Dove,Dove,#C9C6C0,,,JuteDove.jpg
Napkins,Jute,Jute English Rose,English Rose,#C77A8B,,,Jute-EnglishroseA2.jpg
Napkins,Jute,Jute Ivory,Ivory,#F1EEE3,,,JuteIvory.jpg
Napkins,Jute,Jute Lime,Lime,#B7D14A,,,NapkinLimeJute2.jpg
Napkins,Jute,Jute Lipstick,Lipstick,#B8244F,,,JuteLipstickPink.jpg
Napkins,Jute,Jute Peach,Peach,#F0B08A,,,JutePeach.jpg
Napkins,Jute,Jute Plum,Plum,#6B3A5B,,,JutePlum.jpg
Napkins,Jute,Jute Poppy,Poppy,#D6432E,,,JutePoppy.jpg
Napkins,Jute,Jute Stone,Stone,#A8A093,,,JuteStone.jpg
Napkins,Jute,Jute White,White,#FAFAFA,,,JuteWhite.jpg
Napkins,Specialty,Abstract Geometric,Abstract Geometric,#B6A899,,,SpecialtyAbstractGeometric.jpg
Napkins,Specialty,Amalfi Hunter,Amalfi Hunter,#B6A899,,,NapkinAmalfiHunter2.jpg
Napkins,Specialty,Amalfi Sapphire,Amalfi Sapphire,#B6A899,,,SpecialtySapphireAmalfi.jpg
Napkins,Specialty,Amber Matrix,Amber Matrix,#B6A899,,,Napkin_ambermatrix_r.jpg
Napkins,Specialty,Americana,Americana,#B6A899,,,SpecialtyAmericana.jpg
Napkins,Specialty,Amondine Black on White,Amondine Black on White,#B6A899,,,SpecialtyAmondineBlackonWhite.jpg
Napkins,Specialty,Apple Cabana Stripe,Apple Cabana Stripe,#B6A899,,,SpecialtyAppleCabanaStripe2.jpg
Napkins,Specialty,Apple Gingham Mini Check,Apple Gingham Mini Check,#B6A899,,,Napkin_appleminiginghamcheck_r.jpg
Napkins,Specialty,Aqua Gingham Mini Check,Aqua Gingham Mini Check,#B6A899,,,Napkin_aquaminigimghamcheck_r.jpg
Napkins,Specialty,Aurora Ivory,Aurora Ivory,#B6A899,,,NapkinAuroraIvory3.jpg
Napkins,Specialty,Aurora White,Aurora White,#B6A899,,,NapkinAuroraWhite3.jpg
Napkins,Specialty,Bandana,Bandana,#B6A899,,,SpecialtyBandana.jpg
Napkins,Specialty,Bark Citron,Bark Citron,#B6A899,,,SpecialtyBarkCitron.jpg
Napkins,Specialty,Bark Midnight,Bark Midnight,#B6A899,,,SpecialtyBarkMidnight.jpg
Napkins,Specialty,Bark Slate Blue,Bark Slate Blue,#B6A899,,,SpecialtyBarkSlateBlue.jpg
Napkins,Specialty,Bauhaus,Bauhaus,#B6A899,,,Napkin-Bauhaus2.jpg
Napkins,Specialty,Black Racing Check,Black Racing Check,#B6A899,,,SpecialtyBlackRacingCheck.jpg
Napkins,Specialty,Black with White Trim,Black with White Trim,#B6A899,,,Napkin_blackwithwhitetrim_r.jpg
Napkins,Specialty,Blossom Plaid,Blossom Plaid,#B6A899,,,BlossomPlaidnapkin2.jpg
Napkins,Specialty,Brushstroke,Brushstroke,#B6A899,,,NapkinsBrushstrokes3.jpg
Napkins,Specialty,Buffalo Check Red,Buffalo Check Red,#B6A899,,,SpecialtyBuffaloRedCheck.jpg
Napkins,Specialty,Buffalo Check Taupe,Buffalo Check Taupe,#B6A899,,,SpecialtyBuffaloTaupeCheck.jpg
Napkins,Specialty,Cairns,Cairns,#B6A899,,,NapkinCairns2.jpg
Napkins,Specialty,Calypso,Calypso,#B6A899,,,CalypsoA2.jpg
Napkins,Specialty,Cambric,Cambric,#B6A899,,,SpecialtyCambric.jpg
Napkins,Specialty,Cheetah,Cheetah,#B6A899,,,SpecialtyCheetah.jpg
Napkins,Specialty,Chevron Lime,Chevron Lime,#B6A899,,,SpecialtyChevronLime2.jpg
Napkins,Specialty,Chevron Navy,Chevron Navy,#B6A899,,,SpecialtyChevronNavy2.jpg
Napkins,Specialty,Chevron Silver,Chevron Silver,#B6A899,,,SpecialtyChevronSilver.jpg
Napkins,Specialty,Cosmopolitan,Cosmopolitan,#B6A899,,,SpecialtyCosmopolitan.jpg
Napkins,Specialty,Dogwood,Dogwood,#B6A899,,,SpecialtyDogwood2.jpg
Napkins,Specialty,Echo Jade,Echo Jade,#B6A899,,,JadeEchoA2.jpg
Napkins,Specialty,Echo Lumier,Echo Lumier,#B6A899,,,EchoLumierA2.jpg
Napkins,Specialty,Echo Noir,Echo Noir,#B6A899,,,EchoNoirA2.jpg
Napkins,Specialty,Echo Rouge,Echo Rouge,#B6A899,,,EchoRougeA2.jpg
Napkins,Specialty,Federal Blue Granite,Federal Blue Granite,#B6A899,,,SpecialtyFederalBlueGranite.jpg
Napkins,Specialty,Florence,Florence,#B6A899,,,NapkinFlorence_r2.jpg
Napkins,Specialty,Garden Floral,Garden Floral,#B6A899,,,NapkinGardenFloral2.jpg
Napkins,Specialty,Gatsby,Gatsby,#B6A899,,,SpecialtyGatsby.jpg
Napkins,Specialty,Geometric Gold Foil,Geometric Gold Foil,#B6A899,,,SpecialtyGeometricFoilGold.jpg
Napkins,Specialty,Geometric Silver Foil,Geometric Silver Foil,#B6A899,,,SpecialtyGeometricFoilSilver.jpg
Napkins,Specialty,Giraffe,Giraffe,#B6A899,,,Napkin-Giraffe2.jpg
Napkins,Specialty,Gold Gingham Mini Check,Gold Gingham Mini Check,#B6A899,,,Napkin_goldminiginghamcheck_r.jpg
Napkins,Specialty,Hampton Botanical Apple,Hampton Botanical Apple,#B6A899,,,NapkinHamptonBotanicalApple2.jpg
Napkins,Specialty,Hampton Botanical Rosé,Hampton Botanical Rosé,#B6A899,,,NapkinsHamptonBotanicalros233;2.jpg
Napkins,Specialty,Hampton Stripe Apple,Hampton Stripe Apple,#B6A899,,,NapkinsHamptonStripeApple2.jpg
Napkins,Specialty,Hampton Stripe Coastal,Hampton Stripe Coastal,#B6A899,,,NapkinHamptonStripeCoastal.jpg
Napkins,Specialty,Hampton Stripe Rosé,Hampton Stripe Rosé,#B6A899,,,NapkinsHamptonStriperos233;2.jpg
Napkins,Specialty,Harmony Dusty Rose,Harmony Dusty Rose,#B6A899,,,SpecialtyDustyRoseHarmony.jpg
Napkins,Specialty,Harmony English Rose,Harmony English Rose,#B6A899,,,Napkin_englishroseharmony_r.jpg
Napkins,Specialty,Harmony Ivory,Harmony Ivory,#B6A899,,,Napkin_ivoryharmony_r.jpg
Napkins,Specialty,Harmony Navy,Harmony Navy,#B6A899,,,Napkin_navyharmony_r.jpg
Napkins,Specialty,Harmony Sage,Harmony Sage,#B6A899,,,Napkin_sageharmony_r.jpg
Napkins,Specialty,Harmony Sand,Harmony Sand,#B6A899,,,SpecialtySandHarmony.jpg
Napkins,Specialty,Harmony Seamist,Harmony Seamist,#B6A899,,,SpecialtySeamistHarmony.jpg
Napkins,Specialty,Harmony white,Harmony white,#B6A899,,,Napkin_whiteharmony_r.jpg
Napkins,Specialty,Helena Apple,Helena Apple,#B6A899,,,ApplegreenheienanapkinA2.jpg
Napkins,Specialty,Helena Blue,Helena Blue,#B6A899,,,SpecialtyHelenaBlue.jpg
Napkins,Specialty,Helena Orange,Helena Orange,#B6A899,,,SpecialtyHelenaOrange.jpg
Napkins,Specialty,Hemstitch Blush,Hemstitch Blush,#B6A899,,,HemstichblushA2.jpg
Napkins,Specialty,Hemstitch Cafe,Hemstitch Cafe,#B6A899,,,HemstichcafeA2.jpg
Napkins,Specialty,Hemstitch Charcoal,Hemstitch Charcoal,#B6A899,,,HemstichcharcoalA2.jpg
Napkins,Specialty,Hemstitch White,Hemstitch White,#B6A899,,,SpecialtyHemstitched2.jpg
Napkins,Specialty,Holiday Plaid,Holiday Plaid,#B6A899,,,SpecialtyHolidayPlaid.jpg
Napkins,Specialty,Holly,Holly,#B6A899,,,HollynapkinA2.jpg
Napkins,Specialty,Houndstooth Black,Houndstooth Black,#B6A899,,,SpecialtyBlackHoundstooth.jpg
Napkins,Specialty,Indigo,Indigo,#B6A899,,,NaokinIndigoBloom_r2.jpg
Napkins,Specialty,Ivory with Apple Trim,Ivory with Apple Trim,#B6A899,,,Napkin_Ivorywithapple_r.jpg
Napkins,Specialty,Juliette's Palette,Juliette's Palette,#B6A899,,,SpecialtyJuliettesPalette.jpg
Napkins,Specialty,Key West,Key West,#B6A899,,,Napkin-KeyWest2.jpg
Napkins,Specialty,Kiwi Palazzo,Kiwi Palazzo,#B6A899,,,SpecialtyKiwiPalazzo.jpg
Napkins,Specialty,Kringle,Kringle,#B6A899,,,CringkenapkinA2.jpg
Napkins,Specialty,Laguna,Laguna,#B6A899,,,SpecialtyLaguna.jpg
Napkins,Specialty,Lilac Gingham Mini Check,Lilac Gingham Mini Check,#B6A899,,,Napkin_lilacminiginghamcheck_r.jpg
Napkins,Specialty,Lorelei,Lorelei,#B6A899,,,SpecialtyLorelei.jpg
Napkins,Specialty,Lucia,Lucia,#B6A899,,,Napkin_Lucia_r.jpg
Napkins,Specialty,Matrix Burnt Orange,Matrix Burnt Orange,#B6A899,,,Napkin-MatrixburntOrange2.jpg
Napkins,Specialty,Metropolitan Concrete,Metropolitan Concrete,#B6A899,,,SpecialtyMetropolitanConcrete.jpg
Napkins,Specialty,Metropolitan Natural,Metropolitan Natural,#B6A899,,,SpecialtyMetropolitanNatural.jpg
Napkins,Specialty,Midas Travertine,Midas Travertine,#B6A899,,,SpecialtyMidasTravertine.jpg
Napkins,Specialty,Mirage Cloud,Mirage Cloud,#B6A899,,,Napkin-MirageCloud2.jpg
Napkins,Specialty,Mirage Hazel,Mirage Hazel,#B6A899,,,Napkin-MirageHazel2.jpg
Napkins,Specialty,Mirage Honey,Mirage Honey,#B6A899,,,Napkin-MirageHoney2.jpg
Napkins,Specialty,Mirage Sandstone,Mirage Sandstone,#B6A899,,,Napkin_sandstone_r.jpg
Napkins,Specialty,Mirage Tide,Mirage Tide,#B6A899,,,Napkin-MirageTide2.jpg
Napkins,Specialty,Mirage Vanilla,Mirage Vanilla,#B6A899,,,Napkin-MirageVanilla2.jpg
Napkins,Specialty,Montauk,Montauk,#B6A899,,,SpecialtyMontauk.jpg
Napkins,Specialty,Mystic,Mystic,#B6A899,,,SpecialtyMystic.jpg
Napkins,Specialty,Nadia,Nadia,#B6A899,,,NapkinNadia2.jpg
Napkins,Specialty,Nantucket,Nantucket,#B6A899,,,NapkinNantucket_r2.jpg
Napkins,Specialty,Napa Blue,Napa Blue,#B6A899,,,SpecialtyNapaBlue.jpg
Napkins,Specialty,Napa Orange,Napa Orange,#B6A899,,,SpecialtyNapaOrange.jpg
Napkins,Specialty,Navy Ember,Navy Ember,#B6A899,,,Napkin-NavyEmber2.jpg
Napkins,Specialty,Navy Gingham Mini Check,Navy Gingham Mini Check,#B6A899,,,Napkin_Navyminiginghamcheck_r.jpg
Napkins,Specialty,Phoebe,Phoebe,#B6A899,,,NapkinsPhoebe2.jpg
Napkins,Specialty,Pink Gingham Mini Check,Pink Gingham Mini Check,#B6A899,,,Napkin_PinkminiGimghamcheck_r.jpg
Napkins,Specialty,Polka Dots Black with White,Polka Dots Black with White,#B6A899,,,SpecialtyBlackwithWhitePolkaDots.jpg
Napkins,Specialty,Polka Dots Lime with White,Polka Dots Lime with White,#B6A899,,,SpecialtyLimewithWhitePolkaDots2.jpg
Napkins,Specialty,Polka Dots Red with White,Polka Dots Red with White,#B6A899,,,SpecialtyRedwithWhitePolkaDots.jpg
Napkins,Specialty,Polka Dots White with Black,Polka Dots White with Black,#B6A899,,,SpecialtyWhitewithBlackPolkaDots.jpg
Napkins,Specialty,Purple Gingham,Purple Gingham,#B6A899,,,SpecialtyPurpleGingham.jpg
Napkins,Specialty,Red Gingham Mini Check,Red Gingham Mini Check,#B6A899,,,Napkin_redminiginghamcheck_r.jpg
Napkins,Specialty,Retro Vintage,Retro Vintage,#B6A899,,,SpecialtyRetroVintage2.jpg
Napkins,Specialty,Romeo,Romeo,#B6A899,,,SpecialtyRomeo.jpg
Napkins,Specialty,Santorini,Santorini,#B6A899,,,SpecialtySantorini.jpg
Napkins,Specialty,Savannah Vintage Blossom (Limited),Savannah Vintage Blossom,#B6A899,yes,,SpecialtySavannahBlossom.jpg
Napkins,Specialty,Savannah Vintage Lilac - LIMITED,Savannah Vintage Lilac,#B6A899,yes,,SpecialtySavannahLilac.jpg
Napkins,Specialty,Sedona,Sedona,#B6A899,,,NapkinSedona2.jpg
Napkins,Specialty,Sedona Succelent,Sedona Succelent,#B6A899,,,NapkinSedonaSuccelent2.jpg
Napkins,Specialty,Silhouette,Silhouette,#B6A899,,,SpecialtySilhouette.jpg
Napkins,Specialty,Snow Leopard,Snow Leopard,#B6A899,,,SpecialtySnowLeopard.jpg
Napkins,Specialty,Somerset Gold Damask (Limited),Somerset Gold Damask,#B6A899,yes,,SpecialtySomersetDamaskGold.jpg
Napkins,Specialty,Somerset Ivory Damask (Limited),Somerset Ivory Damask,#B6A899,yes,,SpecialtySomersetDamaskIvory.jpg
Napkins,Specialty,Somerset Purple Damask (Limited),Somerset Purple Damask,#B6A899,yes,,SpecialtySomersetDamaskPurple.jpg
Napkins,Specialty,Somerset White Damask (Limited),Somerset White Damask,#B6A899,yes,,SpecialtySomersetDamaskWhite.jpg
Napkins,Specialty,Sonoma Stripe Blue,Sonoma Stripe Blue,#B6A899,,,SpecialtySonomaStripeBlue.jpg
Napkins,Specialty,Sonoma Stripe Orange,Sonoma Stripe Orange,#B6A899,,,SpecialtySonomaStripeOrange.jpg
Napkins,Specialty,Spiro,Spiro,#B6A899,,,SpecialtySpiro.jpg
Napkins,Specialty,Splash,Splash,#B6A899,,,Napkin-Splash2.jpg
Napkins,Specialty,Stripe Black and White,Stripe Black and White,#B6A899,,,SpecialtyStripeBlackandWhite.jpg
Napkins,Specialty,Stripe Navy and White,Stripe Navy and White,#B6A899,,,SpecialtyStripeNavyandWhite.jpg
Napkins,Specialty,Stripe Red and White,Stripe Red and White,#B6A899,,,SpecialtyStripeRedandWhite.jpg
Napkins,Specialty,Tie Dye,Tie Dye,#B6A899,,,SpecialtyTyeDye.jpg
Napkins,Specialty,Tiger,Tiger,#B6A899,,,SpecialtyTiger.jpg
Napkins,Specialty,Turquoise Gingham Mini Check,Turquoise Gingham Mini Check,#B6A899,,,Napkin_turquoiseminiginghamcheck_r.jpg
Napkins,Specialty,Velvet Black,Velvet Black,#B6A899,,,SpecialtyVelvetBlack.jpg
Napkins,Specialty,Velvet Champagne Gold,Velvet Champagne Gold,#B6A899,,,NapkinGoldVelvet_r2.jpg
Napkins,Specialty,Velvet Charcoal,Velvet Charcoal,#B6A899,,,SpecialtyVelvetCharcoal2.jpg
Napkins,Specialty,Velvet Glacier Gray,Velvet Glacier Gray,#B6A899,,,SpecialtyVelvetGlacierGray2.jpg
Napkins,Specialty,Velvet Hunter,Velvet Hunter,#B6A899,,,SpecialtyVelvetHunter.jpg
Napkins,Specialty,Velvet Ice Pink,Velvet Ice Pink,#B6A899,,,SpecialtyVelvetIcePink.jpg
Napkins,Specialty,Velvet Ivory,Velvet Ivory,#B6A899,,,NapkinIvoryVelvet_r2.jpg
Napkins,Specialty,Velvet Lavender,Velvet Lavender,#B6A899,,,Napkin_lavendervelvet_r.jpg
Napkins,Specialty,Velvet Loden,Velvet Loden,#B6A899,,,NapkinLodenVelvet_r2.jpg
Napkins,Specialty,Velvet Merlot,Velvet Merlot,#B6A899,,,SpecialtyVelvetMerlot.jpg
Napkins,Specialty,Velvet Midnight Blue,Velvet Midnight Blue,#B6A899,,,SpecialtyVelvetMidnightBlue2.jpg
Napkins,Specialty,Velvet Sapphire,Velvet Sapphire,#B6A899,,,Napkin_saphirevelvet_r.jpg
Napkins,Specialty,Velvet Spice,Velvet Spice,#B6A899,,,NapkinsSpicedVelvet2.jpg
Napkins,Specialty,Verve Black,Verve Black,#B6A899,,,NapkinVerveblack_r2.jpg
Napkins,Specialty,Verve Champagne Gold,Verve Champagne Gold,#B6A899,,,SpecialtyChampagneGoldVerve.jpg
Napkins,Specialty,Verve Chocolate Truffle,Verve Chocolate Truffle,#B6A899,,,NapkinChocolateTruffleVerve2.jpg
Napkins,Specialty,Verve Ivory,Verve Ivory,#B6A899,,,SpecialtyIvoryVerve.jpg
Napkins,Specialty,Verve Navy,Verve Navy,#B6A899,,,Napkinvervenavy_r2.jpg
Napkins,Specialty,Verve Pearl,Verve Pearl,#B6A899,,,Napkin-PearlVerve23.jpg
Napkins,Specialty,Water Lily,Water Lily,#B6A899,,,NapkinWaterLily2.jpg
Napkins,Specialty,White Linen Bistro,White Linen Bistro,#B6A899,,,SpecialtyWhiteLinenBistro.jpg
Napkins,Specialty,White with Aqua Border,White with Aqua Border,#B6A899,,,SpecialtyWhitewithAquaBorder.jpg
Napkins,Specialty,White with Black Trim,White with Black Trim,#B6A899,,,Napkin_whitewithblacktrim_r.jpg
Napkins,Specialty,White with Navy Border,White with Navy Border,#B6A899,,,SpecialtyWhitewithNavyBorder.jpg
Napkins,Specialty,Willow Gingham Mini Check,Willow Gingham Mini Check,#B6A899,,,NapkinWillowginghamminicheck_r2.jpg
Napkins,Specialty,Woodland,Woodland,#B6A899,,,SpecialtyWoodland.jpg
Napkins,Specialty,Wren Coastal,Wren Coastal,#B6A899,,,Napkin_wrencoastal_r.jpg
Napkins,Specialty,Zebra,Zebra,#B6A899,,,SpecialtyZebra.jpg
Table Runners,Classic Solid,Caribbean,Caribbean,#B6A899,,,Runner-CaribbeanClassicSolid.jpg
Table Runners,Classic Solid,Classic Solid Apple,Apple,#7CB342,,,ClassicSolidApple.jpg
Table Runners,Classic Solid,Classic Solid Aqua,Aqua,#4DD0C4,,,ClassicSolidAqua.jpg
Table Runners,Classic Solid,Classic Solid Black,Black,#20232A,,,ClassicSolidBlack.jpg
Table Runners,Classic Solid,Classic Solid Blush,Blush,#D9AFAE,,,ClassicSolidBlush.jpg
Table Runners,Classic Solid,Classic Solid Brown,Brown,#6B4A34,,,ClassicSolidBrown.jpg
Table Runners,Classic Solid,Classic Solid Burgundy,Burgundy,#6B2737,,,ClassicSolidBurgundy.jpg
Table Runners,Classic Solid,Classic Solid Burnt Orange,Burnt Orange,#C1502E,,,ClassicSolidBurntOrange.jpg
Table Runners,Classic Solid,Classic Solid Cafe,Cafe,#5B3A29,,,ClassicSolidCafe.jpg
Table Runners,Classic Solid,Classic Solid Camel,Camel,#C19A6B,,,ClassicSolidCamel.jpg
Table Runners,Classic Solid,Classic Solid Charcoal,Charcoal,#3A3F44,,,ClassicSolidCharcoal.jpg
Table Runners,Classic Solid,Classic Solid Citron,Citron,#9FB03A,,,ClassicSolidCitron.jpg
Table Runners,Classic Solid,Classic Solid Dusty Rose,Dusty Rose,#C98A93,,,ClassicSolidDustyRose.jpg
Table Runners,Classic Solid,Classic Solid Eggplant,Eggplant,#5B3358,,,ClassicSolidEggplant.jpg
Table Runners,Classic Solid,Classic Solid Forest Green,Forest Green,#2E5339,,,ClassicSolidForestGreen.jpg
Table Runners,Classic Solid,Classic Solid Gold,Gold,#C9A227,,,ClassicSolidGold.jpg
Table Runners,Classic Solid,Classic Solid Ivory,Ivory,#F1EEE3,,,IvoryClassic2.jpg
Table Runners,Classic Solid,Classic Solid Kelly,Kelly,#3E8E4F,,,ClassicSolidKelly.jpg
Table Runners,Classic Solid,Classic Solid Light Blue,Light Blue,#A9CCE3,,,ClassicSolidLightBlue.jpg
Table Runners,Classic Solid,Classic Solid Lilac,Lilac,#C6A6D6,,,ClassicSolidLilac.jpg
Table Runners,Classic Solid,Classic Solid Lime,Lime,#B7D14A,,,LimeClassicSolid2.jpg
Table Runners,Classic Solid,Classic Solid Mint,Mint,#9FD8B8,,,ClassicSolidMint.jpg
Table Runners,Classic Solid,Classic Solid Moss,Moss,#6B7A4A,,,ClassicSolidMoss.jpg
Table Runners,Classic Solid,Classic Solid Navy,Navy,#1F2E4A,,,ClassicSolidNavy.jpg
Table Runners,Classic Solid,Classic Solid Periwinkle,Periwinkle,#8B9DDB,,,PerwinkleClassic_r2.jpg
Table Runners,Classic Solid,Classic Solid Pink,Pink,#E8A6C1,,,ClassicSolidPink.jpg
Table Runners,Classic Solid,Classic Solid Purple,Purple,#6C4A9C,,,ClassicSolidPurple.jpg
Table Runners,Classic Solid,Classic Solid Raspberry,Raspberry,#9C2B4E,,,ClassicSolidRaspberry.jpg
Table Runners,Classic Solid,Classic Solid Red,Red,#B12A2A,,,ClassicSolidRed.jpg
Table Runners,Classic Solid,Classic Solid Royal,Royal,#2E4EA6,,,ClassicSolidRoyal.jpg
Table Runners,Classic Solid,Classic Solid Sage,Sage,#8A9A7B,,,ClassicSolidSage.jpg
Table Runners,Classic Solid,Classic Solid Seamist,Seamist,#8FC1B5,,,SeamistClassic_r2.jpg
Table Runners,Classic Solid,Classic Solid Silver,Silver,#B9BDC1,,,ClassicSolidSilver.jpg
Table Runners,Classic Solid,Classic Solid Slate Blue,Slate Blue,#5B7A9D,,,ClassicSolidSlateBlue.jpg
Table Runners,Classic Solid,Classic Solid Tan,Tan,#C2A87A,,,ClassicSolidTan.jpg
